arquivo,valor_ultimo_na_linha,status
C4115326.xlsx,0.0,ok
C4115054.xlsx,0.0,ok
C4115338.xlsx,0.0,ok
C4115341.xlsx,0.0,ok
C4115586.xlsx,5.4569682106375694e-12,ok
C4115703.xlsx,0.0,ok
C4115428.xlsx,-1.8189894035458565e-12,ok
C4115540.xlsx,0.0,ok
C4115707.xlsx,0.0,ok
C4115779.xlsx,0.0,ok
C4115893.xlsx,-7.275957614183426e-12,ok
C4116042.xlsx,-7.275957614183426e-12,ok
C4115791.xlsx,0.0,ok
C4115901.xlsx,7.275957614183426e-12,ok
C4116126.xlsx,0.0,ok
C4116161.xlsx,0.0,ok
C4116166.xlsx,0.0,ok
C4116213.xlsx,3.637978807091713e-12,ok
C4116255.xlsx,-2.7284841053187847e-12,ok
C4116298.xlsx,-3.637978807091713e-12,ok
C4116280.xlsx,-7.275957614183426e-12,ok
C4116343.xlsx,0.0,ok
C4116333.xlsx,0.0,ok
C4116563.xlsx,0.0,ok
C4116374.xlsx,0.0,ok
C4116757.xlsx,3.637978807091713e-12,ok
C4116620.xlsx,0.0,ok
C4116842.xlsx,0.0,ok
C4116826.xlsx,-9.094947017729282e-13,ok
C4116614.xlsx,0.0,ok
C4116863.xlsx,-3.637978807091713e-12,ok
C4116901.xlsx,3.637978807091713e-12,ok
C4117021.xlsx,0.0,ok
C4117096.xlsx,0.0,ok
C4117030.xlsx,-1.8189894035458565e-12,ok
C4117176.xlsx,0.0,ok
C4117235.xlsx,0.0,ok
C4117322.xlsx,0.0,ok
C4117403.xlsx,0.0,ok
C4117501.xlsx,1.8189894035458565e-12,ok
C4117599.xlsx,0.0,ok
C4117453.xlsx,-1.8189894035458565e-12,ok
C4117028.xlsx,0.0,ok
C4117900.xlsx,-9.094947017729282e-13,ok
C4118001.xlsx,1.8189894035458565e-12,ok
C4117742.xlsx,-3.637978807091713e-12,ok
C4118181.xlsx,-3.637978807091713e-12,ok
C4117939.xlsx,0.0,ok
C4118021.xlsx,-1.8189894035458565e-12,ok
C4118214.xlsx,3.637978807091713e-12,ok
C4118092.xlsx,0.0,ok
C4118423.xlsx,-3.637978807091713e-12,ok
C4118221.xlsx,0.0,ok
C4118469.xlsx,-7.275957614183426e-12,ok
C4118521.xlsx,0.0,ok
C4118471.xlsx,0.0,ok
C4118608.xlsx,0.0,ok
C4118672.xlsx,-3.637978807091713e-12,ok
C4118728.xlsx,3.637978807091713e-12,ok
C4118762.xlsx,0.0,ok
C4119024.xlsx,0.0,ok
C4118765.xlsx,0.0,ok
C4119149.xlsx,0.0,ok
C4119212.xlsx,7.275957614183426e-12,ok
C4119218.xlsx,0.0,ok
C4119337.xlsx,0.0,ok
C4119338.xlsx,1.8189894035458565e-12,ok
C4119395.xlsx,0.0,ok
C4119368.xlsx,0.0,ok
C4119445.xlsx,0.0,ok
C4119721.xlsx,7.275957614183426e-12,ok
C4120011.xlsx,0.0,ok
C4119455.xlsx,7.275957614183426e-12,ok
C4119796.xlsx,1.8189894035458565e-12,ok
C4120070.xlsx,0.0,ok
C4120088.xlsx,7.275957614183426e-12,ok
C4120152.xlsx,0.0,ok
C4120173.xlsx,0.0,ok
C4120157.xlsx,3.637978807091713e-12,ok
C4120236.xlsx,0.0,ok
C4120369.xlsx,0.0,ok
C4120438.xlsx,0.0,ok
C4120392.xlsx,0.0,ok
C4120452.xlsx,1.8189894035458565e-12,ok
C4120371.xlsx,0.0,ok
C4120443.xlsx,0.0,ok
C4120482.xlsx,-9.094947017729282e-13,ok
C4120768.xlsx,0.0,ok
C4120486.xlsx,0.0,ok
C4120803.xlsx,0.0,ok
C4120603.xlsx,-1.8189894035458565e-12,ok
C4120773.xlsx,-3.637978807091713e-12,ok
C4121290.xlsx,-7.275957614183426e-12,ok
C4120844.xlsx,-9.094947017729282e-13,ok
C4120852.xlsx,0.0,ok
C4121123.xlsx,9.094947017729282e-13,ok
C4121538.xlsx,4.547473508864641e-12,ok
C4121688.xlsx,5.4569682106375694e-12,ok
C4121702.xlsx,0.0,ok
C4121696.xlsx,0.0,ok
C4121739.xlsx,0.0,ok
C4121761.xlsx,0.0,ok
C4121814.xlsx,0.0,ok
C4121876.xlsx,0.0,ok
C4122059.xlsx,0.0,ok
C4121964.xlsx,-3.637978807091713e-12,ok
C4122069.xlsx,0.0,ok
C4122135.xlsx,0.0,ok
C4122379.xlsx,-3.637978807091713e-12,ok
C4122411.xlsx,7.275957614183426e-12,ok
C4122440.xlsx,0.0,ok
C4122526.xlsx,0.0,ok
C4122490.xlsx,0.0,ok
C4122506.xlsx,-7.275957614183426e-12,ok
C4122398.xlsx,0.0,ok
C4122548.xlsx,-5.4569682106375694e-12,ok
C4122764.xlsx,3.637978807091713e-12,ok
C4122771.xlsx,0.0,ok
C4122648.xlsx,-496755.76000000007,ok
C4122673.xlsx,-43982.26,ok
C4122885.xlsx,1.8189894035458565e-12,ok
C4122889.xlsx,1.8189894035458565e-12,ok
C4122965.xlsx,0.0,ok
C4123034.xlsx,-3.637978807091713e-12,ok
C4123098.xlsx,3.637978807091713e-12,ok
C4123138.xlsx,5.4569682106375694e-12,ok
C4123152.xlsx,1.8189894035458565e-12,ok
C4123170.xlsx,-1.8189894035458565e-12,ok
C4123287.xlsx,-3.637978807091713e-12,ok
C4123131.xlsx,0.0,ok
C4123100.xlsx,0.0,ok
C4123622.xlsx,0.0,ok
C4123651.xlsx,3.637978807091713e-12,ok
C4123605.xlsx,0.0,ok
C4123807.xlsx,3.637978807091713e-12,ok
C4123736.xlsx,0.0,ok
C4123865.xlsx,0.0,ok
C4123909.xlsx,0.0,ok
C4123515.xlsx,0.0,ok
C4123910.xlsx,1.8189894035458565e-12,ok
C4124210.xlsx,-3.637978807091713e-12,ok
C4123961.xlsx,0.0,ok
C4124208.xlsx,0.0,ok
C4123886.xlsx,0.0,ok
C4124791.xlsx,0.0,ok
C4124514.xlsx,5.4569682106375694e-12,ok
C4124835.xlsx,0.0,ok
C4124960.xlsx,0.0,ok
C4125140.xlsx,-5.4569682106375694e-12,ok
C4125380.xlsx,7.275957614183426e-12,ok
C4125386.xlsx,-1.8189894035458565e-12,ok
C4125467.xlsx,0.0,ok
C4125184.xlsx,0.0,ok
C4125468.xlsx,3.637978807091713e-12,ok
C4125410.xlsx,3.637978807091713e-12,ok
C4125661.xlsx,-3.637978807091713e-12,ok
C4125687.xlsx,2.9103830456733704e-11,ok
C4125525.xlsx,1.8189894035458565e-12,ok
C4125556.xlsx,0.0,ok
C4125744.xlsx,0.0,ok
C4125870.xlsx,7.275957614183426e-12,ok
C4126231.xlsx,3.637978807091713e-12,ok
C4126255.xlsx,0.0,ok
C4126286.xlsx,-1.4551915228366852e-11,ok
C4126267.xlsx,0.0,ok
C4126334.xlsx,-3.637978807091713e-12,ok
C4125811.xlsx,0.0,ok
C4126497.xlsx,1.8189894035458565e-12,ok
C4126573.xlsx,0.0,ok
C4126811.xlsx,0.0,ok
C4126764.xlsx,-3.637978807091713e-12,ok
C4126699.xlsx,0.0,ok
C4126846.xlsx,0.0,ok
C4127052.xlsx,0.0,ok
C4127005.xlsx,7.275957614183426e-12,ok
C4127112.xlsx,3.637978807091713e-12,ok
C4127459.xlsx,0.0,ok
C4127440.xlsx,0.0,ok
C4127304.xlsx,0.0,ok
C4127712.xlsx,-7.275957614183426e-12,ok
C4127997.xlsx,-1.8189894035458565e-12,ok
C4127659.xlsx,-1.4551915228366852e-11,ok
C4128069.xlsx,-3.637978807091713e-12,ok
C4128056.xlsx,-3.637978807091713e-12,ok
C4128240.xlsx,0.0,ok
C4128166.xlsx,0.0,ok
C4128296.xlsx,0.0,ok
C4128546.xlsx,5.4569682106375694e-12,ok
C4128555.xlsx,0.0,ok
C4128609.xlsx,20316.920000000013,ok
C4128867.xlsx,-223368.02,ok
C4128866.xlsx,-1.8189894035458565e-12,ok
C4128742.xlsx,0.0,ok
C4128705.xlsx,-7.275957614183426e-12,ok
C4128720.xlsx,0.0,ok
C4128969.xlsx,7.275957614183426e-12,ok
C4128974.xlsx,-1.8189894035458565e-12,ok
C4128983.xlsx,0.0,ok
C4129227.xlsx,0.0,ok
C4129107.xlsx,0.0,ok
C4129380.xlsx,-3.637978807091713e-12,ok
C4129331.xlsx,0.0,ok
C4129099.xlsx,3.637978807091713e-12,ok
C4129497.xlsx,0.0,ok
C4129681.xlsx,0.0,ok
C4129678.xlsx,0.0,ok
C4129802.xlsx,16881.500000000004,ok
C4129816.xlsx,0.0,ok
C4129954.xlsx,0.0,ok
C4129973.xlsx,-3.637978807091713e-12,ok
C4130416.xlsx,-3.637978807091713e-12,ok
C4130289.xlsx,0.0,ok
C4130050.xlsx,0.0,ok
C4130534.xlsx,0.0,ok
C4130298.xlsx,0.0,ok
C4130700.xlsx,5.820766091346741e-11,ok
C4130799.xlsx,1.8189894035458565e-12,ok
C4130741.xlsx,-9.094947017729282e-12,ok
C4130613.xlsx,-3.637978807091713e-12,ok
C4131129.xlsx,0.0,ok
C4131012.xlsx,0.0,ok
C4131116.xlsx,3.637978807091713e-12,ok
C4131204.xlsx,0.0,ok
C4131301.xlsx,0.0,ok
C4131262.xlsx,0.0,ok
C4131328.xlsx,3.637978807091713e-12,ok
C4132195.xlsx,1.8189894035458565e-12,ok
C4132186.xlsx,0.0,ok
C4131935.xlsx,0.0,ok
C4131914.xlsx,0.0,ok
C4131783.xlsx,7.275957614183426e-12,ok
C4131462.xlsx,-3.637978807091713e-12,ok
C4132112.xlsx,0.0,ok
C4132204.xlsx,0.0,ok
C4132266.xlsx,0.0,ok
C4132560.xlsx,0.0,ok
C4132424.xlsx,0.0,ok
C4132369.xlsx,0.0,ok
C4132588.xlsx,0.0,ok
C4132590.xlsx,0.0,ok
C4132606.xlsx,-9.094947017729282e-13,ok
C4132596.xlsx,0.0,ok
C4132686.xlsx,-9.094947017729282e-13,ok
C4132870.xlsx,-5.4569682106375694e-12,ok
C4132924.xlsx,0.0,ok
C4132999.xlsx,0.0,ok
C4132975.xlsx,3.637978807091713e-12,ok
C4132885.xlsx,3.637978807091713e-12,ok
C4133021.xlsx,0.0,ok
C4133039.xlsx,1.8189894035458565e-12,ok
C4133286.xlsx,0.0,ok
C4133256.xlsx,0.0,ok
C4133288.xlsx,0.0,ok
C4133376.xlsx,1.4551915228366852e-11,ok
C4133482.xlsx,0.0,ok
C4133485.xlsx,1.8189894035458565e-12,ok
C4133549.xlsx,0.0,ok
C4133751.xlsx,0.0,ok
C4133678.xlsx,-3.637978807091713e-12,ok
C4133778.xlsx,0.0,ok
C4133757.xlsx,0.0,ok
C4133855.xlsx,3.637978807091713e-12,ok
C4134168.xlsx,0.0,ok
C4134267.xlsx,0.0,ok
C4133996.xlsx,0.0,ok
C4134127.xlsx,0.0,ok
C4134369.xlsx,0.0,ok
C4134714.xlsx,-7.275957614183426e-12,ok
C4134999.xlsx,0.0,ok
C4134742.xlsx,3.637978807091713e-12,ok
C4134987.xlsx,1.8189894035458565e-12,ok
C4134978.xlsx,0.0,ok
C4135008.xlsx,-5.4569682106375694e-12,ok
C4135022.xlsx,-7.275957614183426e-12,ok
C4135111.xlsx,0.0,ok
C4135248.xlsx,-4.547473508864641e-12,ok
C4135173.xlsx,-4.547473508864641e-12,ok
C4135537.xlsx,0.0,ok
C4135386.xlsx,-2.1827872842550278e-11,ok
C4135474.xlsx,3.637978807091713e-12,ok
C4134820.xlsx,-3.637978807091713e-12,ok
C4135656.xlsx,0.0,ok
C4135751.xlsx,1.8189894035458565e-12,ok
C4136051.xlsx,-3.637978807091713e-12,ok
C4136042.xlsx,-5.4569682106375694e-12,ok
C4136175.xlsx,0.0,ok
C4136129.xlsx,0.0,ok
C4136091.xlsx,1.4551915228366852e-11,ok
C4136237.xlsx,0.0,ok
C4136808.xlsx,0.0,ok
C4136510.xlsx,0.0,ok
C4136878.xlsx,0.0,ok
C4136833.xlsx,0.0,ok
C4136822.xlsx,1.3642420526593924e-12,ok
C4137126.xlsx,0.0,ok
C4137078.xlsx,0.0,ok
C4137154.xlsx,0.0,ok
C4137211.xlsx,0.0,ok
C4137306.xlsx,1.8189894035458565e-12,ok
C4137345.xlsx,0.0,ok
C4137260.xlsx,-3.637978807091713e-12,ok
C4137394.xlsx,3.637978807091713e-12,ok
C4137531.xlsx,3.637978807091713e-12,ok
C4137477.xlsx,0.0,ok
C4137810.xlsx,0.0,ok
C4137468.xlsx,0.0,ok
C4137873.xlsx,0.0,ok
C4137768.xlsx,-3.637978807091713e-12,ok
C4137898.xlsx,4.547473508864641e-12,ok
C4137947.xlsx,-7.275957614183426e-12,ok
C4138199.xlsx,0.0,ok
C4138341.xlsx,0.0,ok
C4138189.xlsx,0.0,ok
C4138547.xlsx,-7.275957614183426e-12,ok
C4138381.xlsx,-3.637978807091713e-12,ok
C4138617.xlsx,-7.275957614183426e-12,ok
C4138661.xlsx,3.637978807091713e-12,ok
C4139138.xlsx,-1.8189894035458565e-12,ok
C4139101.xlsx,0.0,ok
C4138967.xlsx,0.0,ok
C4139324.xlsx,0.0,ok
C4139257.xlsx,1.8189894035458565e-12,ok
C4139488.xlsx,0.0,ok
C4139395.xlsx,-2.7284841053187847e-12,ok
C4139342.xlsx,7.275957614183426e-12,ok
C4139657.xlsx,0.0,ok
C4139789.xlsx,-3.637978807091713e-12,ok
C4139744.xlsx,-127821.52000000002,ok
C4140170.xlsx,0.0,ok
C4140172.xlsx,0.0,ok
C4140242.xlsx,0.0,ok
C4140209.xlsx,-7.275957614183426e-12,ok
C4140241.xlsx,0.0,ok
C4140354.xlsx,3.637978807091713e-12,ok
C4140216.xlsx,0.0,ok
C4140429.xlsx,3.637978807091713e-12,ok
C4140300.xlsx,-3.637978807091713e-12,ok
C4140492.xlsx,0.0,ok
C4140574.xlsx,0.0,ok
C4140625.xlsx,0.0,ok
C4140688.xlsx,0.0,ok
C4140773.xlsx,0.0,ok
C4140805.xlsx,3.637978807091713e-12,ok
C4140823.xlsx,0.0,ok
C4140909.xlsx,0.0,ok
C4140942.xlsx,0.0,ok
C4141196.xlsx,0.0,ok
C4140915.xlsx,0.0,ok
C4141364.xlsx,-1.8189894035458565e-12,ok
C4141446.xlsx,-2.7284841053187847e-12,ok
C4141322.xlsx,7.275957614183426e-12,ok
C4141465.xlsx,-3.637978807091713e-12,ok
C4141500.xlsx,-105772.68000000002,ok
C4141449.xlsx,0.0,ok
C4141529.xlsx,0.0,ok
C4141512.xlsx,-1.0913936421275139e-11,ok
C4141554.xlsx,0.0,ok
C4141548.xlsx,0.0,ok
C4141607.xlsx,0.0,ok
C4141566.xlsx,0.0,ok
C4141789.xlsx,0.0,ok
C4141804.xlsx,-3.637978807091713e-12,ok
C4141858.xlsx,3.637978807091713e-12,ok
C4141811.xlsx,-3.637978807091713e-12,ok
C4141983.xlsx,-9.094947017729282e-12,ok
C4142010.xlsx,7.275957614183426e-12,ok
C4142112.xlsx,5.4569682106375694e-12,ok
C4142187.xlsx,0.0,ok
C4142115.xlsx,1.8189894035458565e-12,ok
C4141946.xlsx,1.8189894035458565e-12,ok
C4141749.xlsx,3.637978807091713e-12,ok
C4142201.xlsx,9.094947017729282e-13,ok
C4142194.xlsx,0.0,ok
C4142507.xlsx,0.0,ok
C4142240.xlsx,0.0,ok
C4142451.xlsx,0.0,ok
C4142631.xlsx,0.0,ok
C4142364.xlsx,0.0,ok
C4142653.xlsx,0.0,ok
C4142441.xlsx,0.0,ok
C4142826.xlsx,5.4569682106375694e-12,ok
C4142740.xlsx,0.0,ok
C4142866.xlsx,-1.8189894035458565e-12,ok
C4142999.xlsx,0.0,ok
C4142923.xlsx,-1.4551915228366852e-11,ok
C4143127.xlsx,0.0,ok
C4143000.xlsx,3.637978807091713e-12,ok
C4143223.xlsx,-1.8189894035458565e-12,ok
C4143293.xlsx,0.0,ok
C4143331.xlsx,0.0,ok
C4143410.xlsx,0.0,ok
C4143360.xlsx,0.0,ok
C4143489.xlsx,0.0,ok
C4143602.xlsx,-3.637978807091713e-12,ok
C4143373.xlsx,0.0,ok
C4143649.xlsx,7.275957614183426e-12,ok
C4143611.xlsx,-3.637978807091713e-12,ok
C4143557.xlsx,0.0,ok
C4143748.xlsx,3.637978807091713e-12,ok
C4143834.xlsx,-7.275957614183426e-12,ok
C4143785.xlsx,0.0,ok
C4143840.xlsx,0.0,ok
C4143811.xlsx,0.0,ok
C4143883.xlsx,0.0,ok
C4143851.xlsx,0.0,ok
C4143962.xlsx,0.0,ok
C4143912.xlsx,7.275957614183426e-12,ok
C4144034.xlsx,0.0,ok
C4143967.xlsx,-669812.4000000001,ok
C4144085.xlsx,0.0,ok
C4144057.xlsx,0.0,ok
C4144152.xlsx,0.0,ok
C4144318.xlsx,0.0,ok
C4144129.xlsx,3.637978807091713e-12,ok
C4144355.xlsx,-3.637978807091713e-12,ok
C4144352.xlsx,0.0,ok
C4144504.xlsx,0.0,ok
C4144461.xlsx,0.0,ok
C4144506.xlsx,-1.8189894035458565e-12,ok
C4144533.xlsx,0.0,ok
C4144642.xlsx,0.0,ok
C4144732.xlsx,0.0,ok
C4144714.xlsx,0.0,ok
C4144742.xlsx,3.637978807091713e-12,ok
C4144731.xlsx,0.0,ok
C4144781.xlsx,0.0,ok
C4144826.xlsx,0.0,ok
C4144819.xlsx,-7.275957614183426e-12,ok
C4144950.xlsx,0.0,ok
C4144925.xlsx,0.0,ok
C4144954.xlsx,0.0,ok
C4144994.xlsx,0.0,ok
C4145100.xlsx,0.0,ok
C4144947.xlsx,1.8189894035458565e-12,ok
C4145269.xlsx,0.0,ok
C4145028.xlsx,0.0,ok
C4145304.xlsx,0.0,ok
C4145184.xlsx,0.0,ok
C4145317.xlsx,-1.8189894035458565e-12,ok
C4145320.xlsx,-3.637978807091713e-12,ok
C4145332.xlsx,0.0,ok
C4145452.xlsx,-7.275957614183426e-12,ok
C4145382.xlsx,0.0,ok
C4145349.xlsx,0.0,ok
C4145504.xlsx,-3.637978807091713e-12,ok
C4145602.xlsx,3.637978807091713e-12,ok
C4145682.xlsx,0.0,ok
C4145631.xlsx,0.0,ok
C4145958.xlsx,-4.547473508864641e-13,ok
C4145751.xlsx,0.0,ok
C4145936.xlsx,0.0,ok
C4145748.xlsx,0.0,ok
C4145995.xlsx,0.0,ok
C4146008.xlsx,0.0,ok
C4146037.xlsx,-5.4569682106375694e-12,ok
C4146175.xlsx,-3.637978807091713e-12,ok
C4146132.xlsx,0.0,ok
C4146367.xlsx,0.0,ok
C4146240.xlsx,-1.8189894035458565e-12,ok
C4146441.xlsx,0.0,ok
C4146529.xlsx,0.0,ok
C4146485.xlsx,0.0,ok
C4146656.xlsx,-3.637978807091713e-12,ok
C4146825.xlsx,-52181.26,ok
C4146921.xlsx,0.0,ok
C4146924.xlsx,0.0,ok
C4146874.xlsx,3.637978807091713e-12,ok
C4147027.xlsx,0.0,ok
C4147134.xlsx,0.0,ok
C4147193.xlsx,-3.637978807091713e-12,ok
C4147143.xlsx,0.0,ok
C4147213.xlsx,0.0,ok
C4147227.xlsx,0.0,ok
C4147352.xlsx,0.0,ok
C4147272.xlsx,3.637978807091713e-12,ok
C4147399.xlsx,-3.637978807091713e-12,ok
C4147494.xlsx,0.0,ok
C4147629.xlsx,-1.8189894035458565e-12,ok
C4147572.xlsx,0.0,ok
C4147510.xlsx,0.0,ok
C4147474.xlsx,2.7284841053187847e-12,ok
C4147686.xlsx,0.0,ok
C4147542.xlsx,-3.637978807091713e-12,ok
C4147909.xlsx,1.8189894035458565e-12,ok
C4147932.xlsx,3.637978807091713e-12,ok
C4147887.xlsx,0.0,ok
C4147951.xlsx,3.637978807091713e-12,ok
C4147786.xlsx,0.0,ok
C4148037.xlsx,0.0,ok
C4148139.xlsx,0.0,ok
C4148154.xlsx,3.637978807091713e-12,ok
C4148197.xlsx,9.094947017729282e-13,ok
C4148176.xlsx,0.0,ok
C4148219.xlsx,0.0,ok
C4148140.xlsx,-137221.84000000003,ok
C4148534.xlsx,-9.094947017729282e-13,ok
C4148594.xlsx,-3.637978807091713e-12,ok
C4148772.xlsx,0.0,ok
C4148397.xlsx,-3.637978807091713e-12,ok
C4148644.xlsx,1.4551915228366852e-11,ok
C4148803.xlsx,7.275957614183426e-12,ok
C4148902.xlsx,-7.275957614183426e-12,ok
C4148841.xlsx,0.0,ok
C4148999.xlsx,0.0,ok
C4149168.xlsx,3.637978807091713e-12,ok
C4149089.xlsx,0.0,ok
C4149189.xlsx,1.8189894035458565e-12,ok
C4149336.xlsx,0.0,ok
C4149197.xlsx,-3.637978807091713e-12,ok
C4149352.xlsx,0.0,ok
C4149338.xlsx,9.094947017729282e-13,ok
C4149397.xlsx,-3.637978807091713e-12,ok
C4149516.xlsx,0.0,ok
C4149497.xlsx,-3.637978807091713e-12,ok
C4149503.xlsx,3.637978807091713e-12,ok
C4149526.xlsx,0.0,ok
C4149576.xlsx,0.0,ok
C4149586.xlsx,9.094947017729282e-12,ok
C4149593.xlsx,0.0,ok
C4149818.xlsx,0.0,ok
C4149706.xlsx,-9.094947017729282e-13,ok
C4149913.xlsx,-3.637978807091713e-12,ok
C4149889.xlsx,1.8189894035458565e-12,ok
C4149867.xlsx,-4.547473508864641e-13,ok
C4149953.xlsx,-1.8189894035458565e-12,ok
C4150032.xlsx,-3.637978807091713e-12,ok
C4150161.xlsx,-7.275957614183426e-12,ok
C4149996.xlsx,-7.275957614183426e-12,ok
C4150378.xlsx,0.0,ok
C4150414.xlsx,-4.547473508864641e-13,ok
C4150439.xlsx,7.275957614183426e-12,ok
C4150369.xlsx,0.0,ok
C4150427.xlsx,1.0913936421275139e-11,ok
C4150202.xlsx,-184720.44,ok
C4150443.xlsx,7.275957614183426e-12,ok
C4150505.xlsx,0.0,ok
C4150759.xlsx,0.0,ok
C4151011.xlsx,5.4569682106375694e-12,ok
C4150873.xlsx,-3.637978807091713e-12,ok
C4150930.xlsx,0.0,ok
C4151102.xlsx,-3.637978807091713e-12,ok
C4151033.xlsx,3.637978807091713e-12,ok
C4150534.xlsx,4.547473508864641e-12,ok
C4151107.xlsx,0.0,ok
C4151214.xlsx,0.0,ok
C4151122.xlsx,0.0,ok
C4151280.xlsx,0.0,ok
C4151382.xlsx,-37046.5,ok
C4151477.xlsx,0.0,ok
C4151571.xlsx,0.0,ok
C4151609.xlsx,8590.559999999998,ok
C4151583.xlsx,0.0,ok
C4151727.xlsx,0.0,ok
C4151615.xlsx,0.0,ok
C4151781.xlsx,-3.637978807091713e-12,ok
C4151648.xlsx,0.0,ok
C4151834.xlsx,3.637978807091713e-12,ok
C4152044.xlsx,0.0,ok
C4152111.xlsx,-7.275957614183426e-12,ok
C4152245.xlsx,0.0,ok
C4152254.xlsx,1.4551915228366852e-11,ok
C4152326.xlsx,0.0,ok
C4152526.xlsx,0.0,ok
C4152384.xlsx,-2.7284841053187847e-12,ok
C4152386.xlsx,3.637978807091713e-12,ok
C4152274.xlsx,-7.275957614183426e-12,ok
C4152642.xlsx,0.0,ok
C4152822.xlsx,-1.4551915228366852e-11,ok
C4152588.xlsx,0.0,ok
C4153064.xlsx,0.0,ok
C4153214.xlsx,3.637978807091713e-12,ok
C4153303.xlsx,0.0,ok
C4152944.xlsx,-3.637978807091713e-12,ok
C4153274.xlsx,0.0,ok
C4153315.xlsx,-3.637978807091713e-12,ok
C4153432.xlsx,0.0,ok
C4153435.xlsx,0.0,ok
C4153440.xlsx,-1.8189894035458565e-12,ok
C4153482.xlsx,0.0,ok
C4153464.xlsx,-1.8189894035458565e-12,ok
C4153511.xlsx,7.275957614183426e-12,ok
C4153501.xlsx,0.0,ok
C4153441.xlsx,0.0,ok
C4153512.xlsx,0.0,ok
C4153631.xlsx,3.637978807091713e-12,ok
C4153540.xlsx,0.0,ok
C4153636.xlsx,-3.637978807091713e-12,ok
C4153652.xlsx,0.0,ok
C4153638.xlsx,0.0,ok
C4154041.xlsx,-3.637978807091713e-12,ok
C4153711.xlsx,0.0,ok
C4153762.xlsx,-7.275957614183426e-12,ok
C4154075.xlsx,0.0,ok
C4153722.xlsx,-7.275957614183426e-12,ok
C4154360.xlsx,0.0,ok
C4154342.xlsx,-3.637978807091713e-12,ok
C4154389.xlsx,-3.637978807091713e-12,ok
C4154414.xlsx,0.0,ok
C4154498.xlsx,0.0,ok
C4154667.xlsx,3.637978807091713e-12,ok
C4154800.xlsx,0.0,ok
C4154674.xlsx,-7.275957614183426e-12,ok
C4154669.xlsx,1.8189894035458565e-12,ok
C4154775.xlsx,3.637978807091713e-12,ok
C4154680.xlsx,0.0,ok
C4154879.xlsx,-3.637978807091713e-12,ok
C4154843.xlsx,-3.637978807091713e-12,ok
C4154885.xlsx,0.0,ok
C4154906.xlsx,-1.8189894035458565e-12,ok
C4154933.xlsx,0.0,ok
C4155023.xlsx,0.0,ok
C4155286.xlsx,1.4551915228366852e-11,ok
C4155148.xlsx,0.0,ok
C4155210.xlsx,0.0,ok
C4155263.xlsx,-3.637978807091713e-12,ok
C4155318.xlsx,3.637978807091713e-12,ok
C4155294.xlsx,0.0,ok
C4155515.xlsx,0.0,ok
C4155774.xlsx,-3.637978807091713e-12,ok
C4155606.xlsx,0.0,ok
C4155458.xlsx,0.0,ok
C4155571.xlsx,7.275957614183426e-12,ok
C4156266.xlsx,0.0,ok
C4156085.xlsx,0.0,ok
C4156219.xlsx,-3.637978807091713e-12,ok
C4156103.xlsx,0.0,ok
C4156465.xlsx,-3.637978807091713e-12,ok
C4156310.xlsx,-3.637978807091713e-12,ok
C4156563.xlsx,-3.637978807091713e-12,ok
C4156566.xlsx,1.4551915228366852e-11,ok
C4156647.xlsx,0.0,ok
C4156764.xlsx,0.0,ok
C4156735.xlsx,0.0,ok
C4156774.xlsx,9.094947017729282e-13,ok
C4156626.xlsx,0.0,ok
C4156868.xlsx,3.637978807091713e-12,ok
C4156793.xlsx,0.0,ok
C4156926.xlsx,0.0,ok
C4156991.xlsx,0.0,ok
C4156873.xlsx,-3.637978807091713e-12,ok
C4157025.xlsx,0.0,ok
C4157107.xlsx,0.0,ok
C4157098.xlsx,1.8189894035458565e-12,ok
C4157198.xlsx,0.0,ok
C4157208.xlsx,0.0,ok
C4157165.xlsx,0.0,ok
C4157216.xlsx,-7.275957614183426e-12,ok
C4157314.xlsx,0.0,ok
C4157394.xlsx,-7.275957614183426e-12,ok
C4157349.xlsx,0.0,ok
C4157416.xlsx,0.0,ok
C4157399.xlsx,3.637978807091713e-12,ok
C4157422.xlsx,3.637978807091713e-12,ok
C4157612.xlsx,3.637978807091713e-12,ok
C4157427.xlsx,0.0,ok
C4157531.xlsx,0.0,ok
C4157622.xlsx,3.637978807091713e-12,ok
C4157804.xlsx,0.0,ok
C4157825.xlsx,0.0,ok
C4157658.xlsx,-3.637978807091713e-12,ok
C4157859.xlsx,3.637978807091713e-12,ok
C4157874.xlsx,0.0,ok
C4157986.xlsx,0.0,ok
C4157961.xlsx,0.0,ok
C4157998.xlsx,0.0,ok
C4158234.xlsx,-1.8189894035458565e-12,ok
C4158004.xlsx,3.637978807091713e-12,ok
C4158156.xlsx,0.0,ok
C4158276.xlsx,-1.4551915228366852e-11,ok
C4158280.xlsx,-9.094947017729282e-13,ok
C4158409.xlsx,0.0,ok
C4158738.xlsx,0.0,ok
C4158554.xlsx,3.637978807091713e-12,ok
C4158810.xlsx,3.637978807091713e-12,ok
C4158467.xlsx,0.0,ok
C4158949.xlsx,0.0,ok
C4159074.xlsx,0.0,ok
C4159104.xlsx,0.0,ok
C4158983.xlsx,0.0,ok
C4159423.xlsx,0.0,ok
C4159600.xlsx,-5.4569682106375694e-12,ok
C4159548.xlsx,0.0,ok
C4159178.xlsx,7.275957614183426e-12,ok
C4159684.xlsx,0.0,ok
C4159719.xlsx,3.637978807091713e-12,ok
